,aliquot_type,intercept,error,QST,QRT,notes,time_of_collection,file
NBDA_Z13,zirc,9.639105102785692,0.009315825630630221,12810,2077,,1774935875.4114602,10000-8875-25620-001.csv
NBDA_Z13_re1,zirc,0.005782905550422852,6.826003915672367e-05,12811,2077,,1774937350.8928125,10000-8876-25622-001.csv
NBDA_Z14,zirc,8.153475024462804,0.007767950545711982,12812,2077,,1774938724.0431042,10000-8877-25624-001.csv
NBDA_Z14_re1,zirc,0.00795073675445977,8.645013886743071e-05,12813,2077,,1774940168.436093,10000-8878-25626-001.csv
NBDA_Z15,zirc,15.754554615263524,0.019796819330817922,12814,2077,,1774941538.9454715,10000-8879-25628-001.csv
NBDA_Z15_re1,zirc,0.004333002339069771,6.053421603203751e-05,12815,2077,,1774942901.975306,10000-8880-25630-001.csv
std2078,std,1.2602718445378787,0.0010172136111677216,12816,2078,,1774943394.9100304,10000-8881-25632-001.csv
NBDA_Z16,zirc,7.441375007862701,0.006466199696422667,12817,2078,,1774944757.9774864,10000-8882-25634-001.csv
NBDA_Z16_re1,zirc,0.00342749331876697,4.919431739777427e-05,12818,2078,,1774946170.4096186,10000-8883-25636-001.csv
NBDA_Z17,zirc,16.69926757472356,0.018876361092386402,12819,2078,,1774947598.8527005,10000-8884-25638-001.csv
NBDA_Z17_re1,zirc,0.17955351954080784,0.0004736421857891913,12820,2078,,1774948959.1869788,10000-8885-25640-001.csv
std2079,std,1.259406768121663,0.0014300437424610664,12821,2079,,1774949457.4516928,10000-8886-25642-001.csv
lb01_04012024,lb,0.16041471772750324,0.0012790939099015144,12822,2079,,1775092142.787363,10000-8887-25644-001.csv
lb02_04012024,lb,0.05839994443230837,0.00018284447790581414,12823,2079,,1775092649.0621154,10000-8888-25646-001.csv
hb01_04012024,hb,0.0029778911657569697,5.636294051504654e-05,12824,2079,,1775094114.2928915,10000-8889-25648-001.csv
std2080,std,1.2613092873760132,0.00186880108880358,12825,2080,,1775094675.7965753,10000-8890-25650-001.csv
NBDA_Z18,zirc,9.867630066637922,0.0090311491598899,12826,2080,,1775096078.3831356,10000-8891-25652-001.csv
NBDA_Z18_re1,zirc,0.0030776873856580545,3.908412859721432e-05,12827,2080,,1775097493.8362458,10000-8892-25654-001.csv
NBDA_Z19,zirc,8.482019499548851,0.009397775498389141,12828,2080,,1775098991.0607896,10000-8893-25656-001.csv
NBDA_Z19_re1,zirc,0.019340076689693824,0.000149287975922471,12829,2080,,1775100375.0537975,10000-8894-25658-001.csv
NBDA_Z20,zirc,1.9700529452371047,0.001952300198603372,12830,2080,,1775101772.3199599,10000-8895-25660-001.csv
NBDA_Z20_re1,zirc,0.02616931726166618,0.0001774268661953354,12831,2080,,1775103146.4326105,10000-8896-25662-001.csv
APT_STD_3,ap,0.3112030862487719,0.0007651034497340309,12833,2081,,1775104363.505627,10000-8898-25666-001.csv
IWH21_01,ap,0.0035587949332029434,4.7641454305334997e-05,12834,2081,,1775105005.6049995,10000-8899-25668-001.csv
IWH21_02,ap,0.022783861388180025,0.000140531681156943,12835,2081,,1775105826.2815785,10000-8900-25670-001.csv
IWH21_03,ap,0.07205457154918929,0.0003327312601374245,12836,2081,,1775106558.0166945,10000-8901-25672-001.csv
IWH21_04,ap,0.047210711581900024,0.00035429204929651286,12837,2081,,1775107263.5122943,10000-8902-25674-001.csv
IWH21_05,ap,0.016941958812378474,0.00011433171456511877,12838,2081,,1775108021.2984595,10000-8903-25676-001.csv
std2082,std,1.2557828634069836,0.0013608532018037117,12839,2082,,1775108532.4105802,10000-8904-25678-001.csv
IWH21_06,ap,0.012326492599036638,8.479566922429397e-05,12840,2082,,1775109203.6699555,10000-8905-25680-001.csv
IWH21_07,ap,0.0482254221246485,0.0003003663246906387,12841,2082,,1775109935.8984923,10000-8906-25682-001.csv
IWH21_09,ap,0.008027053046513799,7.878112025226559e-05,12842,2082,,1775110712.1240487,10000-8907-25684-001.csv
IWH21_09,ap,0.017194452136875305,0.000147975164479105,12843,2082,,1775111359.5703206,10000-8908-25686-001.csv
IWH21_10,ap,0.021162088537966067,0.00014070412942136838,12844,2082,,1775112159.3279355,10000-8909-25688-001.csv
std2083,std,1.2579658458959777,0.0019128553614421659,12845,2083,,1775112647.4318218,10000-8910-25690-001.csv
IWH21_11,ap,0.015344448268725806,7.9886364556657e-05,12846,2083,,1775113292.5256853,10000-8911-25692-001.csv
IWH21_12,ap,0.0029376034690468704,4.779880983592623e-05,12847,2083,,1775113974.4324074,10000-8912-25694-001.csv
APT_STD_4,ap,0.17531276148662084,0.00031495564715046154,12848,2083,,1775114634.810485,10000-8913-25696-001.csv
NBDA_Z17_re2,zirc,0.14164550595783182,0.00023510256640706846,12849,2083,,1775116131.5997317,10000-8914-25698-001.csv
std2084,std,1.2636266967013177,0.0011954552827115681,12850,2084,,1775116692.8141549,10000-8915-25700-001.csv
